ID qu?n huy?n,ID t?nh thành,??n v?,Tên Qu?n huy?n,Tên ??y ??,,,,,,,,,,,,,,,,,,,,
464,75,Huy?n,Gi?ng Trôm,"Huy?n Gi?ng Trôm, B?n Tre",,,,,,,,,,,,,,,,,,,,
465,75,Huy?n,M? Cày B?c,"Huy?n M? Cày B?c, B?n Tre",,,,,,,,,,,,,,,,,,,,
466,75,Huy?n,M? Cày Nam,"Huy?n M? Cày Nam, B?n Tre",,,,,,,,,,,,,,,,,,,,
467,75,Huy?n,Th?nh Phú,"Huy?n Th?nh Phú, B?n Tre",,,,,,,,,,,,,,,,,,,,
468,71,Huy?n,C? Jút,"Huy?n C? Jút, ??k Nông",,,,,,,,,,,,,,,,,,,,
469,71,Huy?n,??k Glong,"Huy?n ??k Glong, ??k Nông",,,,,,,,,,,,,,,,,,,,
470,71,Huy?n,??k Mil,"Huy?n ??k Mil, ??k Nông",,,,,,,,,,,,,,,,,,,,
471,71,Huy?n,D?k R'L?p,"Huy?n ??k R'L?p, ??k Nông",,,,,,,,,,,,,,,,,,,,
472,71,Huy?n,??k Song,"Huy?n ??k Song, ??k Nông",,,,,,,,,,,,,,,,,,,,
473,71,Thành ph?,Thành ph? Gia Ngh?a,"Thành ph? Gia Ngh?a, ??k Nông",,,,,,,,,,,,,,,,,,,,
474,71,Huy?n,Krông Nô,"Huy?n Krông Nô, ??k Nông",,,,,,,,,,,,,,,,,,,,
475,71,Huy?n,Tuy ??c,"Huy?n Tuy ??c, ??k Nông",,,,,,,,,,,,,,,,,,,,
476,12,Thành ph?,Cà Mau,"Thành ph? Cà Mau, Cà Mau",,,,,,,,,,,,,,,,,,,,
477,12,Huy?n,Cái N??c,"Huy?n Cái N??c, Cà Mau",,,,,,,,,,,,,,,,,,,,
478,12,Huy?n,??m D?i,"Huy?n ??m D?i, Cà Mau",,,,,,,,,,,,,,,,,,,,
479,12,Huy?n,N?m C?n,"Huy?n N?m C?n, Cà Mau",,,,,,,,,,,,,,,,,,,,
480,12,Huy?n,Ng?c Hi?n,"Huy?n Ng?c Hi?n, Cà Mau",,,,,,,,,,,,,,,,,,,,
481,12,Huy?n,Phú Tân,"Huy?n Phú Tân, Cà Mau",,,,,,,,,,,,,,,,,,,,
482,12,Huy?n,Th?i Bình,"Huy?n Th?i Bình, Cà Mau",,,,,,,,,,,,,,,,,,,,
483,12,Huy?n,Tr?n V?n Th?i,"Huy?n Tr?n V?n Th?i, Cà Mau",,,,,,,,,,,,,,,,,,,,
484,12,Huy?n,U Minh,"Huy?n U Minh, Cà Mau",,,,,,,,,,,,,,,,,,,,
485,59,Th? xã,Th? xã Bình Minh,"Th? xã Bình Minh, V?nh Long",,,,,,,,,,,,,,,,,,,,
486,59,Huy?n,Huy?n Bình Tân,"Huy?n Bình Tân, V?nh Long",,,,,,,,,,,,,,,,,,,,
487,59,Huy?n,Long H?,"Huy?n Long H?, V?nh Long",,,,,,,,,,,,,,,,,,,,
488,59,Huy?n,Mang Thít,"Huy?n Mang Thít, V?nh Long",,,,,,,,,,,,,,,,,,,,
489,59,Huy?n,Tam Bình,"Huy?n Tam Bình, V?nh Long",,,,,,,,,,,,,,,,,,,,
490,59,Huy?n,Trà Ôn,"Huy?n Trà Ôn, V?nh Long",,,,,,,,,,,,,,,,,,,,
491,59,Thành ph?,V?nh Long,"Thành ph? V?nh Long, V?nh Long",,,,,,,,,,,,,,,,,,,,
492,59,Huy?n,V?ng Liêm,"Huy?n V?ng Liêm, V?nh Long",,,,,,,,,,,,,,,,,,,,
493,40,Huy?n,Gia Vi?n,"Huy?n Gia Vi?n, Ninh Bình",,,,,,,,,,,,,,,,,,,,
494,40,Huy?n,Hoa L?,"Huy?n Hoa L?, Ninh Bình",,,,,,,,,,,,,,,,,,,,
495,40,Huy?n,Kim S?n,"Huy?n Kim S?n, Ninh Bình",,,,,,,,,,,,,,,,,,,,
496,40,Huy?n,Nho Quan,"Huy?n Nho Quan, Ninh Bình",,,,,,,,,,,,,,,,,,,,
497,40,Thành ph?,Ninh Bình,"Thành ph? Ninh Bình, Ninh Bình",,,,,,,,,,,,,,,,,,,,
498,40,Thành ph?,Thành ph? Tam ?i?p,"Thành ph? Tam ?i?p, Ninh Bình",,,,,,,,,,,,,,,,,,,,
499,40,Huy?n,Yên Khánh,"Huy?n Yên Khánh, Ninh Bình",,,,,,,,,,,,,,,,,,,,
500,40,Huy?n,Yên Mô,"Huy?n Yên Mô, Ninh Bình",,,,,,,,,,,,,,,,,,,,
501,42,Huy?n,C?m Khê,"Huy?n C?m Khê, Phú Th?",,,,,,,,,,,,,,,,,,,,
502,42,Huy?n,?oan Hùng,"Huy?n ?oan Hùng, Phú Th?",,,,,,,,,,,,,,,,,,,,
503,42,Huy?n,H? Hoà,"Huy?n H? Hoà, Phú Th?",,,,,,,,,,,,,,,,,,,,
504,42,Huy?n,Lâm Thao,"Huy?n Lâm Thao, Phú Th?",,,,,,,,,,,,,,,,,,,,
505,42,Huy?n,Phù Ninh,"Huy?n Phù Ninh, Phú Th?",,,,,,,,,,,,,,,,,,,,
506,42,Th? xã,Phú Th?,"Th? xã Phú Th?, Phú Th?",,,,,,,,,,,,,,,,,,,,
507,42,Huy?n,Tam Nông,"Huy?n Tam Nông, Phú Th?",,,,,,,,,,,,,,,,,,,,
508,42,Huy?n,Tân S?n,"Huy?n Tân S?n, Phú Th?",,,,,,,,,,,,,,,,,,,,
509,42,Huy?n,Thanh Ba,"Huy?n Thanh Ba, Phú Th?",,,,,,,,,,,,,,,,,,,,
510,42,Huy?n,Thanh S?n,"Huy?n Thanh S?n, Phú Th?",,,,,,,,,,,,,,,,,,,,
511,42,Huy?n,Thanh Thu?,"Huy?n Thanh Thu?, Phú Th?",,,,,,,,,,,,,,,,,,,,
512,42,Thành ph?,Vi?t Trì,"Thành ph? Vi?t Trì, Phú Th?",,,,,,,,,,,,,,,,,,,,
513,42,Huy?n,Yên L?p,"Huy?n Yên L?p, Phú Th?",,,,,,,,,,,,,,,,,,,,
514,41,Huy?n,Bác Ái,"Huy?n Bác Ái, Ninh Thu?n",,,,,,,,,,,,,,,,,,,,
515,41,Huy?n,Ninh H?i,"Huy?n Ninh H?i, Ninh Thu?n",,,,,,,,,,,,,,,,,,,,
516,41,Huy?n,Ninh Ph??c,"Huy?n Ninh Ph??c, Ninh Thu?n",,,,,,,,,,,,,,,,,,,,
517,41,Huy?n,Ninh S?n,"Huy?n Ninh S?n, Ninh Thu?n",,,,,,,,,,,,,,,,,,,,
518,41,Thành ph?,Phan Rang-Tháp Chàm,"Thành ph? Phan Rang-Tháp Chàm, Ninh Thu?n",,,,,,,,,,,,,,,,,,,,
519,41,Huy?n,Thu?n B?c,"Huy?n Thu?n B?c, Ninh Thu?n",,,,,,,,,,,,,,,,,,,,
520,41,Huy?n,Thu?n Nam,"Huy?n Thu?n Nam, Ninh Thu?n",,,,,,,,,,,,,,,,,,,,
521,74,Th? xã,Th? xã ?ông Hòa,"Th? xã ?ông Hòa, Phú Yên",,,,,,,,,,,,,,,,,,,,
522,74,Huy?n,??ng Xuân,"Huy?n ??ng Xuân, Phú Yên",,,,,,,,,,,,,,,,,,,,
523,74,Huy?n,Phú Hoà,"Huy?n Phú Hoà, Phú Yên",,,,,,,,,,,,,,,,,,,,
524,74,Huy?n,S?n Hòa,"Huy?n S?n Hòa, Phú Yên",,,,,,,,,,,,,,,,,,,,
525,74,Th? xã,Sông C?u,"Th? xã Sông C?u, Phú Yên",,,,,,,,,,,,,,,,,,,,
526,74,Huy?n,Sông Hinh,"Huy?n Sông Hinh, Phú Yên",,,,,,,,,,,,,,,,,,,,
527,74,Huy?n,Tây Hoà,"Huy?n Tây Hoà, Phú Yên",,,,,,,,,,,,,,,,,,,,
528,74,Huy?n,Tuy An,"Huy?n Tuy An, Phú Yên",,,,,,,,,,,,,,,,,,,,
529,74,Thành ph?,Tuy Hoà,"Thành ph? Tuy Hoà, Phú Yên",,,,,,,,,,,,,,,,,,,,
530,21,Huy?n,Bình L?c,"Huy?n Bình L?c, Hà Nam",,,,,,,,,,,,,,,,,,,,
531,21,Th? xã,Th? xã Duy Tiên,"Th? xã Duy Tiên, Hà Nam",,,,,,,,,,,,,,,,,,,,
532,21,Huy?n,Kim B?ng,"Huy?n Kim B?ng, Hà Nam",,,,,,,,,,,,,,,,,,,,
533,21,Huy?n,Lý Nhân,"Huy?n Lý Nhân, Hà Nam",,,,,,,,,,,,,,,,,,,,
534,21,Thành ph?,Ph? Lý,"Thành ph? Ph? Lý, Hà Nam",,,,,,,,,,,,,,,,,,,,
535,21,Huy?n,Thanh Liêm,"Huy?n Thanh Liêm, Hà Nam",,,,,,,,,,,,,,,,,,,,
536,24,Huy?n,C?m Xuyên,"Huy?n C?m Xuyên, Hà T?nh",,,,,,,,,,,,,,,,,,,,
537,24,Huy?n,Can L?c,"Huy?n Can L?c, Hà T?nh",,,,,,,,,,,,,,,,,,,,
538,24,Huy?n,??c Th?,"Huy?n ??c Th?, Hà T?nh",,,,,,,,,,,,,,,,,,,,
539,24,Thành ph?,Hà T?nh,"Thành ph? Hà T?nh, Hà T?nh",,,,,,,,,,,,,,,,,,,,
540,24,Th? xã,H?ng L?nh,"Th? xã H?ng L?nh, Hà T?nh",,,,,,,,,,,,,,,,,,,,
541,24,Huy?n,H??ng Khê,"Huy?n H??ng Khê, Hà T?nh",,,,,,,,,,,,,,,,,,,,
542,24,Huy?n,H??ng S?n,"Huy?n H??ng S?n, Hà T?nh",,,,,,,,,,,,,,,,,,,,
543,24,Huy?n,K? Anh,"Huy?n K? Anh, Hà T?nh",,,,,,,,,,,,,,,,,,,,
544,24,Huy?n,L?c Hà,"Huy?n L?c Hà, Hà T?nh",,,,,,,,,,,,,,,,,,,,
545,24,Huy?n,Nghi Xuân,"Huy?n Nghi Xuân, Hà T?nh",,,,,,,,,,,,,,,,,,,,
546,24,Huy?n,Th?ch Hà,"Huy?n Th?ch Hà, Hà T?nh",,,,,,,,,,,,,,,,,,,,
547,24,Huy?n,V? Quang,"Huy?n V? Quang, Hà T?nh",,,,,,,,,,,,,,,,,,,,
548,18,Thành ph?,Cao Lãnh,"Thành ph? Cao Lãnh, ??ng Tháp",,,,,,,,,,,,,,,,,,,,
549,18,Huy?n,Châu Thành,"Huy?n Châu Thành, ??ng Tháp",,,,,,,,,,,,,,,,,,,,
550,18,Huy?n,H?ng Ng?,"Huy?n H?ng Ng?, ??ng Tháp",,,,,,,,,,,,,,,,,,,,
551,18,Huy?n,Cao Lãnh,"Huy?n Cao Lãnh, ??ng Tháp",,,,,,,,,,,,,,,,,,,,
552,18,Thành ph?,H?ng Ng?,"Thành ph? H?ng Ng?, ??ng Tháp",,,,,,,,,,,,,,,,,,,,
553,18,Huy?n,Lai Vung,"Huy?n Lai Vung, ??ng Tháp",,,,,,,,,,,,,,,,,,,,
554,18,Huy?n,L?p Vò,"Huy?n L?p Vò, ??ng Tháp",,,,,,,,,,,,,,,,,,,,
555,18,Thành ph?,Thành ph? Sa ?éc,"Thành ph? Sa ?éc, ??ng Tháp",,,,,,,,,,,,,,,,,,,,
556,18,Huy?n,Tam Nông,"Huy?n Tam Nông, ??ng Tháp",,,,,,,,,,,,,,,,,,,,
557,18,Huy?n,Tân H?ng,"Huy?n Tân H?ng, ??ng Tháp",,,,,,,,,,,,,,,,,,,,
558,18,Huy?n,Thanh Bình,"Huy?n Thanh Bình, ??ng Tháp",,,,,,,,,,,,,,,,,,,,
559,18,Huy?n,Tháp M??i,"Huy?n Tháp M??i, ??ng Tháp",,,,,,,,,,,,,,,,,,,,
560,49,Huy?n,Châu Thành,"Huy?n Châu Thành, Sóc Tr?ng",,,,,,,,,,,,,,,,,,,,
561,49,Huy?n,Cù Lao Dung,"Huy?n Cù Lao Dung, Sóc Tr?ng",,,,,,,,,,,,,,,,,,,,
562,49,Huy?n,K? Sách,"Huy?n K? Sách, Sóc Tr?ng",,,,,,,,,,,,,,,,,,,,
563,49,Huy?n,Long Phú,"Huy?n Long Phú, Sóc Tr?ng",,,,,,,,,,,,,,,,,,,,
564,49,Huy?n,M? Tú,"Huy?n M? Tú, Sóc Tr?ng",,,,,,,,,,,,,,,,,,,,
565,49,Huy?n,M? Xuyên,"Huy?n M? Xuyên, Sóc Tr?ng",,,,,,,,,,,,,,,,,,,,
566,49,Th? xã,Th? xã Ngã N?m,"Th? xã Ngã N?m, Sóc Tr?ng",,,,,,,,,,,,,,,,,,,,
567,49,Thành ph?,Sóc Tr?ng,"Thành ph? Sóc Tr?ng, Sóc Tr?ng",,,,,,,,,,,,,,,,,,,,
568,49,Huy?n,Th?nh Tr?,"Huy?n Th?nh Tr?, Sóc Tr?ng",,,,,,,,,,,,,,,,,,,,
569,49,Huy?n,Tr?n ??,"Huy?n Tr?n ??, Sóc Tr?ng",,,,,,,,,,,,,,,,,,,,
570,49,Th? xã,Th? xã V?nh Châu,"Th? xã V?nh Châu, Sóc Tr?ng",,,,,,,,,,,,,,,,,,,,
571,32,Huy?n,??k Glei,"Huy?n ??k Glei, Kon Tum",,,,,,,,,,,,,,,,,,,,
572,32,Huy?n,??k Hà,"Huy?n ??k Hà, Kon Tum",,,,,,,,,,,,,,,,,,,,
573,32,Huy?n,??k Tô,"Huy?n ??k Tô, Kon Tum",,,,,,,,,,,,,,,,,,,,
574,32,Huy?n,Ia H'Drai,"Huy?n Ia H' Drai, Kon Tum",,,,,,,,,,,,,,,,,,,,
575,32,Huy?n,Kon Plông,"Huy?n Kon Plông, Kon Tum",,,,,,,,,,,,,,,,,,,,
576,32,Huy?n,Kon R?y,"Huy?n Kon R?y, Kon Tum",,,,,,,,,,,,,,,,,,,,
577,32,Thành ph?,Kon Tum,"Thành ph? Kon Tum, Kon Tum",,,,,,,,,,,,,,,,,,,,
578,32,Huy?n,Ng?c H?i,"Huy?n Ng?c H?i, Kon Tum",,,,,,,,,,,,,,,,,,,,
579,32,Huy?n,Sa Th?y,"Huy?n Sa Th?y, Kon Tum",,,,,,,,,,,,,,,,,,,,
580,32,Huy?n,Tu M? Rông,"Huy?n Tu M? Rông, Kon Tum",,,,,,,,,,,,,,,,,,,,
581,44,Th? xã,Ba ??n,"Th? xã Ba ??n, Qu?ng Bình",,,,,,,,,,,,,,,,,,,,
582,44,Huy?n,B? Tr?ch,"Huy?n B? Tr?ch, Qu?ng Bình",,,,,,,,,,,,,,,,,,,,
583,44,Thành ph?,??ng H?i,"Thành Ph? ??ng H?i, Qu?ng Bình",,,,,,,,,,,,,,,,,,,,
584,44,Huy?n,L? Th?y,"Huy?n L? Th?y, Qu?ng Bình",,,,,,,,,,,,,,,,,,,,
585,44,Huy?n,Minh Hóa,"Huy?n Minh Hóa, Qu?ng Bình",,,,,,,,,,,,,,,,,,,,
586,44,Huy?n,Qu?ng Ninh,"Huy?n Qu?ng Ninh, Qu?ng Bình",,,,,,,,,,,,,,,,,,,,
587,44,Huy?n,Qu?ng Tr?ch,"Huy?n Qu?ng Tr?ch, Qu?ng Bình",,,,,,,,,,,,,,,,,,,,
588,44,Huy?n,Tuyên Hóa,"Huy?n Tuyên Hóa, Qu?ng Bình",,,,,,,,,,,,,,,,,,,,
589,48,Huy?n,Cam L?,"Huy?n Cam L?, Qu?ng Tr?",,,,,,,,,,,,,,,,,,,,
590,48,Huy?n,?a Krông,"Huy?n ?a Krông, Qu?ng Tr?",,,,,,,,,,,,,,,,,,,,
591,48,Huy?n,C?n C?,"Huy?n C?n C?, Qu?ng Tr?",,,,,,,,,,,,,,,,,,,,
592,48,Thành ph?,?ông Hà,"Thành ph? ?ông Hà, Qu?ng Tr?",,,,,,,,,,,,,,,,,,,,
593,48,Huy?n,Gio Linh,"Huy?n Gio Linh, Qu?ng Tr?",,,,,,,,,,,,,,,,,,,,
594,48,Huy?n,H?i L?ng,"Huy?n H?i L?ng, Qu?ng Tr?",,,,,,,,,,,,,,,,,,,,
595,48,Huy?n,H??ng Hóa,"Huy?n H??ng Hóa, Qu?ng Tr?",,,,,,,,,,,,,,,,,,,,
596,48,Th? xã,Qu?ng Tr?,"Th? xã Qu?ng Tr?, Qu?ng Tr?",,,,,,,,,,,,,,,,,,,,
597,48,Huy?n,Tri?u Phong,"Huy?n Tri?u Phong, Qu?ng Tr?",,,,,,,,,,,,,,,,,,,,
598,48,Huy?n,V?nh Linh,"Huy?n V?nh Linh, Qu?ng Tr?",,,,,,,,,,,,,,,,,,,,
599,57,Huy?n,Càng Long,"Huy?n Càng Long, Trà Vinh",,,,,,,,,,,,,,,,,,,,
600,57,Huy?n,C?u Kè,"Huy?n C?u Kè, Trà Vinh",,,,,,,,,,,,,,,,,,,,
601,57,Huy?n,C?u Ngang,"Huy?n C?u Ngang, Trà Vinh",,,,,,,,,,,,,,,,,,,,
602,57,Huy?n,Châu Thành,"Huy?n Châu Thành, Trà Vinh",,,,,,,,,,,,,,,,,,,,
603,57,Huy?n,Duyên H?i,"Huy?n Duyên H?i, Trà Vinh",,,,,,,,,,,,,,,,,,,,
604,57,Huy?n,Ti?u C?n,"Huy?n Ti?u C?n, Trà Vinh",,,,,,,,,,,,,,,,,,,,
605,57,Huy?n,Trà Cú,"Huy?n Trà Cú, Trà Vinh",,,,,,,,,,,,,,,,,,,,
606,57,Thành ph?,Trà Vinh,"Thành ph? Trà Vinh, Trà Vinh",,,,,,,,,,,,,,,,,,,,
607,70,Huy?n,Châu Thành,"Huy?n Châu Thành, H?u Giang",,,,,,,,,,,,,,,,,,,,
608,70,Huy?n,Châu Thành A,"Huy?n Châu Thành A, H?u Giang",,,,,,,,,,,,,,,,,,,,
609,70,Huy?n,Long M?,"Huy?n Long M?, H?u Giang",,,,,,,,,,,,,,,,,,,,
610,70,Thành ph?,Thành ph? Ngã B?y,"Thành ph? Ngã B?y, H?u Giang",,,,,,,,,,,,,,,,,,,,
611,70,Huy?n,Ph?ng Hi?p,"Huy?n Ph?ng Hi?p, H?u Giang",,,,,,,,,,,,,,,,,,,,
612,70,Thành ph?,V? Thanh,"Thành ph? V? Thanh, H?u Giang",,,,,,,,,,,,,,,,,,,,
613,70,Huy?n,V? Thu?,"Huy?n V? Thu?, H?u Giang",,,,,,,,,,,,,,,,,,,,
614,50,Huy?n,B?c Yên,"Huy?n B?c Yên, S?n La",,,,,,,,,,,,,,,,,,,,
615,50,Huy?n,Mai S?n,"Huy?n Mai S?n, S?n La",,,,,,,,,,,,,,,,,,,,
616,50,Huy?n,M?c Châu,"Huy?n M?c Châu, S?n La",,,,,,,,,,,,,,,,,,,,
617,50,Huy?n,M??ng La,"Huy?n M??ng La, S?n La",,,,,,,,,,,,,,,,,,,,
618,50,Huy?n,Phù Yên,"Huy?n Phù Yên, S?n La",,,,,,,,,,,,,,,,,,,,
619,50,Huy?n,Qu?nh Nhai,"Huy?n Qu?nh Nhai, S?n La",,,,,,,,,,,,,,,,,,,,
620,50,Thành ph?,S?n La,"Thành ph? S?n La, S?n La",,,,,,,,,,,,,,,,,,,,
621,50,Huy?n,Sông Mã,"Huy?n Sông Mã, S?n La",,,,,,,,,,,,,,,,,,,,
622,50,Huy?n,S?p C?p,"Huy?n S?p C?p, S?n La",,,,,,,,,,,,,,,,,,,,
623,50,Huy?n,Thu?n Châu,"Huy?n Thu?n Châu, S?n La",,,,,,,,,,,,,,,,,,,,
624,50,Huy?n,Vân H?,"Huy?n Vân H?, S?n La",,,,,,,,,,,,,,,,,,,,
625,50,Huy?n,Yên Châu,"Huy?n Yên Châu, S?n La",,,,,,,,,,,,,,,,,,,,
626,3,Thành ph?,B?c Liêu,"Thành ph? B?c Liêu, B?c Liêu",,,,,,,,,,,,,,,,,,,,
627,3,Huy?n,?ông H?i,"Huy?n ?ông H?i, B?c Liêu",,,,,,,,,,,,,,,,,,,,
628,3,Th? xã,Th? xã Giá Rai,"Th? xã Giá Rai, B?c Liêu",,,,,,,,,,,,,,,,,,,,
629,3,Huy?n,Hoà Bình,"Huy?n Hoà Bình, B?c Liêu",,,,,,,,,,,,,,,,,,,,
630,3,Huy?n,H?ng Dân,"Huy?n H?ng Dân, B?c Liêu",,,,,,,,,,,,,,,,,,,,
631,3,Huy?n,Ph??c Long,"Huy?n Ph??c Long, B?c Liêu",,,,,,,,,,,,,,,,,,,,
632,3,Huy?n,V?nh L?i,"Huy?n V?nh L?i, B?c Liêu",,,,,,,,,,,,,,,,,,,,
633,61,Huy?n,L?c Yên,"Huy?n L?c Yên, Yên Bái",,,,,,,,,,,,,,,,,,,,
634,61,Huy?n,Mù C?ng Ch?i,"Huy?n Mù C?ng Ch?i, Yên Bái",,,,,,,,,,,,,,,,,,,,
635,61,Th? xã,Ngh?a L?,"Th? xã Ngh?a L?, Yên Bái",,,,,,,,,,,,,,,,,,,,
636,61,Huy?n,Tr?m T?u,"Huy?n Tr?m T?u, Yên Bái",,,,,,,,,,,,,,,,,,,,
637,61,Huy?n,Tr?n Yên,"Huy?n Tr?n Yên, Yên Bái",,,,,,,,,,,,,,,,,,,,
638,61,Huy?n,V?n Ch?n,"Huy?n V?n Ch?n, Yên Bái",,,,,,,,,,,,,,,,,,,,
639,61,Huy?n,V?n Yên,"Huy?n V?n Yên, Yên Bái",,,,,,,,,,,,,,,,,,,,
640,61,Thành ph?,Yên Bái,"Thành ph? Yên Bái, Yên Bái",,,,,,,,,,,,,,,,,,,,
641,61,Huy?n,Yên Bình,"Huy?n Yên Bình, Yên Bái",,,,,,,,,,,,,,,,,,,,
642,58,Huy?n,Chiêm Hóa,"Huy?n Chiêm Hóa, Tuyên Quang",,,,,,,,,,,,,,,,,,,,
643,58,Huy?n,Hàm Yên,"Huy?n Hàm Yên, Tuyên Quang",,,,,,,,,,,,,,,,,,,,
644,58,Huy?n,Lâm Bình,"Huy?n Lâm Bình, Tuyên Quang",,,,,,,,,,,,,,,,,,,,
645,58,Huy?n,Na Hang,"Huy?n Na Hang, Tuyên Quang",,,,,,,,,,,,,,,,,,,,
646,58,Huy?n,S?n D??ng,"Huy?n S?n D??ng, Tuyên Quang",,,,,,,,,,,,,,,,,,,,
647,58,Thành ph?,Tuyên Quang,"Thành ph? Tuyên Quang, Tuyên Quang",,,,,,,,,,,,,,,,,,,,
648,58,Huy?n,Yên S?n,"Huy?n Yên S?n, Tuyên Quang",,,,,,,,,,,,,,,,,,,,
649,69,Huy?n,?i?n Biên,"Huy?n ?i?n Biên, ?i?n Biên",,,,,,,,,,,,,,,,,,,,
650,69,Huy?n,?i?n Biên ?ông,"Huy?n ?i?n Biên ?ông, ?i?n Biên",,,,,,,,,,,,,,,,,,,,
651,69,Thành ph?,?i?n Biên Ph?,"Thành ph? ?i?n Biên Ph?, ?i?n Biên",,,,,,,,,,,,,,,,,,,,
652,69,Huy?n,M??ng ?ng,"Huy?n M??ng ?ng, ?i?n Biên",,,,,,,,,,,,,,,,,,,,
653,69,Huy?n,M??ng Chà,"Huy?n M??ng Chà, ?i?n Biên",,,,,,,,,,,,,,,,,,,,
654,69,Th? xã,M??ng Lay,"Th? Xã M??ng Lay, ?i?n Biên",,,,,,,,,,,,,,,,,,,,
655,69,Huy?n,M??ng Nhé,"Huy?n M??ng Nhé, ?i?n Biên",,,,,,,,,,,,,,,,,,,,
656,69,Huy?n,N?m P?,"Huy?n N?m P?, ?i?n Biên",,,,,,,,,,,,,,,,,,,,
657,69,Huy?n,T?a Chùa,"Huy?n T?a Chùa, ?i?n Biên",,,,,,,,,,,,,,,,,,,,
658,69,Huy?n,Tu?n Giáo,"Huy?n Tu?n Giáo, ?i?n Biên",,,,,,,,,,,,,,,,,,,,
659,33,Thành ph?,Thành ph? Lai Châu,"Thành ph? Lai Châu, Lai Châu",,,,,,,,,,,,,,,,,,,,
660,33,Huy?n,M??ng Tè,"Huy?n M??ng Tè, Lai Châu",,,,,,,,,,,,,,,,,,,,
661,33,Huy?n,N?m Nhùn,"Huy?n N?m Nhùn, Lai Châu",,,,,,,,,,,,,,,,,,,,
662,33,Huy?n,Phong Th?,"Huy?n Phong Th?, Lai Châu",,,,,,,,,,,,,,,,,,,,
663,33,Huy?n,Sìn H?,"Huy?n Sìn H?, Lai Châu",,,,,,,,,,,,,,,,,,,,
664,33,Huy?n,Tam ???ng,"Huy?n Tam ???ng, Lai Châu",,,,,,,,,,,,,,,,,,,,
665,33,Huy?n,Tân Uyên,"Huy?n Tân Uyên, Lai Châu",,,,,,,,,,,,,,,,,,,,
666,33,Huy?n,Than Uyên,"Huy?n Than Uyên, Lai Châu",,,,,,,,,,,,,,,,,,,,
667,34,Huy?n,B?c S?n,"Huy?n B?c S?n, L?ng S?n",,,,,,,,,,,,,,,,,,,,
668,34,Huy?n,Bình Gia,"Huy?n Bình Gia, L?ng S?n",,,,,,,,,,,,,,,,,,,,
669,34,Huy?n,Cao L?c,"Huy?n Cao L?c, L?ng S?n",,,,,,,,,,,,,,,,,,,,
670,34,Huy?n,Chi L?ng,"Huy?n Chi L?ng, L?ng S?n",,,,,,,,,,,,,,,,,,,,
671,34,Huy?n,?ình L?p,"Huy?n ?ình L?p, L?ng S?n",,,,,,,,,,,,,,,,,,,,
672,34,Huy?n,H?u L?ng,"Huy?n H?u L?ng, L?ng S?n",,,,,,,,,,,,,,,,,,,,
673,34,Thành ph?,L?ng S?n,"Thành ph? L?ng S?n, L?ng S?n",,,,,,,,,,,,,,,,,,,,
674,34,Huy?n,L?c Bình,"Huy?n L?c Bình, L?ng S?n",,,,,,,,,,,,,,,,,,,,
675,34,Huy?n,Tràng ??nh,"Huy?n Tràng ??nh, L?ng S?n",,,,,,,,,,,,,,,,,,,,
676,34,Huy?n,V?n Lãng,"Huy?n V?n Lãng, L?ng S?n",,,,,,,,,,,,,,,,,,,,
677,34,Huy?n,V?n Quan,"Huy?n V?n Quan, L?ng S?n",,,,,,,,,,,,,,,,,,,,
678,20,Huy?n,B?c Mê,"Huy?n B?c Mê, Hà Giang",,,,,,,,,,,,,,,,,,,,
679,20,Huy?n,B?c Quang,"Huy?n B?c Quang, Hà Giang",,,,,,,,,,,,,,,,,,,,
680,20,Huy?n,??ng V?n,"Huy?n ??ng V?n, Hà Giang",,,,,,,,,,,,,,,,,,,,
681,20,Thành ph?,Hà Giang,"Thành ph? Hà Giang, Hà Giang",,,,,,,,,,,,,,,,,,,,
682,20,Huy?n,Hoàng Su Phì,"Huy?n Hoàng Su Phì, Hà Giang",,,,,,,,,,,,,,,,,,,,
683,20,Huy?n,Mèo V?c,"Huy?n Mèo V?c, Hà Giang",,,,,,,,,,,,,,,,,,,,
684,20,Huy?n,Qu?n B?,"Huy?n Qu?n B?, Hà Giang",,,,,,,,,,,,,,,,,,,,
685,20,Huy?n,Quang Bình,"Huy?n Quang Bình, Hà Giang",,,,,,,,,,,,,,,,,,,,
686,20,Huy?n,V? Xuyên,"Huy?n V? Xuyên, Hà Giang",,,,,,,,,,,,,,,,,,,,
687,20,Huy?n,Xín M?n,"Huy?n Xín M?n, Hà Giang",,,,,,,,,,,,,,,,,,,,
688,20,Huy?n,Yên Minh,"Huy?n Yên Minh, Hà Giang",,,,,,,,,,,,,,,,,,,,
689,81,Huy?n,Ba B?,"Huy?n Ba B?, B?c K?n",,,,,,,,,,,,,,,,,,,,
690,81,Thành ph?,Thành Ph? B?c K?n,"Thành Ph? B?c K?n, B?c K?n",,,,,,,,,,,,,,,,,,,,
691,81,Huy?n,B?ch Thông,"Huy?n B?ch Thông, B?c K?n",,,,,,,,,,,,,,,,,,,,
692,81,Huy?n,Ch? ??n,"Huy?n Ch? ??n, B?c K?n",,,,,,,,,,,,,,,,,,,,
693,81,Huy?n,Ch? M?i,"Huy?n Ch? M?i, B?c K?n",,,,,,,,,,,,,,,,,,,,
694,81,Huy?n,Na Rì,"Huy?n Na Rì, B?c K?n",,,,,,,,,,,,,,,,,,,,
