ID Ph??ng xã,ID t?nh thành,ID Qu?n huy?n,??n v?,Tên Ph??ng xã,,
2906,31,207,Xã,V?nh Hòa H?ng Nam,,
2918,31,209,Xã,Bình Giang,,
2919,31,209,Xã,Bình S?n,,
2920,31,209,Th? tr?n,Hòn ??t,,
2922,31,209,Xã,M? Hi?p S?n,,
2925,31,209,Xã,M? Thái,,
2926,31,209,Xã,M? Thu?n,,
2927,31,209,Xã,Nam Thái S?n,,
2928,31,209,Th? tr?n,Sóc S?n,,
2930,31,209,Xã,S?n Kiên,,
2936,31,211,Xã,Bình An,,
2942,31,211,Th? tr?n,Kiên L??ng,,
2956,31,213,Ph??ng,An Hòa,,
2960,31,213,Ph??ng,V?nh Hi?p,,
2961,31,213,Ph??ng,V?nh L?c,,
2967,31,214,Th? tr?n,Tân Hi?p,,
2968,31,214,Xã,Tân Hi?p A,,
2970,31,214,Xã,Tân Hoà,,
2971,31,214,Xã,Tân H?i,,
2973,31,214,Xã,Th?nh ?ông,,
2983,31,216,Xã,Bình Minh,,
2984,31,216,Xã,Phong ?ông,,
2985,31,216,Xã,Tân Thu?n,,
2988,31,216,Xã,V?nh Phong,,
2989,31,216,Th? tr?n,V?nh Thu?n,,
2990,31,216,Xã,V?nh Thu?n,,
2991,6,217,Ph??ng,??i Phúc,,
2994,6,217,Ph??ng,Hòa Long,,
2995,6,217,Ph??ng,Kh?c Ni?m,,
2996,6,217,Ph??ng,Khúc Xuyên,,
2997,6,217,Ph??ng,Kim Chân,,
2999,6,217,Ph??ng,Nam S?n,,
3004,6,217,Ph??ng,Ti?n An,,
3006,6,217,Ph??ng,Vân D??ng,,
3008,6,217,Ph??ng,Võ C??ng,,
3009,6,217,Ph??ng,V? Ninh,,
3010,6,218,Xã,Bình D??ng,,
3012,6,218,Xã,??i Bái,,
3013,6,218,Xã,??i Lai,,
3014,6,218,Xã,?ông C?u,,
3016,6,218,Xã,Giang S?n,,
3019,6,218,Xã,Qu?nh Phú,,
3020,6,218,Xã,Song Giang,,
3025,6,219,Xã,Bình ??nh,,
3026,6,219,Xã,Lai H?,,
3027,6,219,Xã,Lâm Thao,,
3028,6,219,Xã,Minh Tân,,
3029,6,219,Xã,M? H??ng,,
3030,6,219,Xã,Phú Hòa,,
3031,6,219,Xã,Phú L??ng,,
3033,6,219,Xã,Tân Lãng,,
3034,6,219,Th? tr?n,Th?a,,
3036,6,219,Xã,Trung Kênh,,
3037,6,219,Xã,Tr?ng Xá,,
3038,6,220,Xã,B?ng An,,
3039,6,220,Xã,B?ng Lai,,
3045,6,220,Xã,??c Long,,
3046,6,220,Xã,Hán Qu?ng,,
3049,6,220,Xã,Nhân Hòa,,
3055,6,220,Xã,Qu? Tân,,
3056,6,220,Xã,Vi?t Hùng,,
3059,6,221,Xã,An Bình,,
3061,6,221,Xã,?ình T?,,
3062,6,221,Xã,Gia ?ông,,
3063,6,221,Xã,Hà Mãn,,
3064,6,221,Th? tr?n,H?,,
3066,6,221,Xã,Hoài Th??ng,,
3067,6,221,Xã,Mão ?i?n,,
3069,6,221,Xã,Ng? Thái,,
3071,6,221,Xã,Ninh Xá,,
3072,6,221,Xã,Song H?,,
3074,6,221,Xã,Thanh Kh??ng,,
3077,6,221,Xã,Xuân Lâm,,
3079,6,222,Xã,??i ??ng,,
3080,6,222,Xã,Hiên Vân,,
3081,6,222,Xã,Hoàn S?n,,
3084,6,222,Th? tr?n,Lim,,
3087,6,222,Xã,Ph?t Tích,,
3090,6,222,Xã,Tri Ph??ng,,
3106,6,224,Xã,?ông Phong,,
3109,6,224,Xã,D?ng Li?t,,
3111,6,224,Xã,Long Châu,,
3113,6,224,Xã,Tam Giang,,
3114,6,224,Xã,Th?y Hòa,,
3117,6,224,Xã,Yên Ph?,,
3118,6,224,Xã,Yên Trung,,
3120,47,225,Xã,??p Thanh,,
3124,47,225,Xã,Nam S?n,,
3128,47,226,Xã,??ng Tâm,,
3129,47,226,Xã,??ng V?n,,
3130,47,226,Xã,Hoành Mô,,
3132,47,226,Xã,L?c H?n,,
3134,47,226,Xã,Vô Ng?i,,
3137,47,227,Xã,C?m H?i,,
3140,47,227,Ph??ng,C?m Tây,,
3144,47,227,Ph??ng,C?m Th?y,,
3146,47,227,Xã,C?ng Hòa,,
3147,47,227,Ph??ng,C?a Ông,,
3148,47,227,Xã,D??ng Huy,,
3150,47,227,Ph??ng,Quang Hanh,,
3151,47,228,Th? tr?n,Cô Tô,,
3153,47,228,Xã,??ng Ti?n,,
3155,47,229,Xã,??i Bình,,
3157,47,229,Xã,??m Hà,,
3160,47,229,Xã,Qu?ng Lâm,,
3163,47,229,Xã,Tân Bình,,
3164,47,229,Xã,Tân L?p,,
3188,47,231,Ph??ng,Cao Th?ng,,
3191,47,231,Ph??ng,Gi?ng ?áy,,
3193,47,231,Ph??ng,Hà Kh?u,,
3195,47,231,Ph??ng,Hà Phong,,
3196,47,231,Ph??ng,Hà Trung,,
3199,47,231,Ph??ng,H?ng Hà,,
3200,47,231,Ph??ng,H?ng H?i,,
3203,47,231,Ph??ng,Tu?n Châu,,
3204,47,231,Ph??ng,Vi?t H?ng,,
3205,47,231,Ph??ng,Y?t Kiêu,,
3215,47,232,Xã,Qu?ng Minh,,
3219,47,232,Xã,Qu?ng Thành,,
3220,47,232,Xã,Qu?ng Th?nh,,
3236,47,234,Xã,B?c S?n,,
3237,47,234,Ph??ng,Bình Ng?c,,
3238,47,234,Xã,H?i ?ông,,
3240,47,234,Xã,H?i S?n,,
3243,47,234,Ph??ng,H?i Yên,,
3244,47,234,Ph??ng,Hoà L?c,,
3245,47,234,Ph??ng,Ka Long,,
3246,47,234,Ph??ng,Ninh D??ng,,
3247,47,234,Xã,Qu?ng Ngh?a,,
3251,47,234,Xã,V?nh Th?c,,
3252,47,234,Xã,V?nh Trung,,
3272,47,236,Xã,??i D?c,,
3275,47,236,Xã,?ông H?i,,
3276,47,236,Xã,?ông Ng?,,
3277,47,236,Xã,??ng Rui,,
3278,47,236,Xã,Hà Lâu,,
3279,47,236,Xã,H?i L?ng,,
3283,47,236,Xã,Yên Than,,
3295,47,238,Xã,B?n Sen,,
3296,47,238,Xã,Bình Dân,,
3297,47,238,Th? tr?n,Cái R?ng,,
3298,47,238,Xã,?ài Xuyên,,
3302,47,238,Xã,Minh Châu,,
3303,47,238,Xã,Ng?c V?ng,,
3306,47,238,Xã,V?n Yên,,
3307,54,239,Xã,Ái Th??ng,,
3308,54,239,Xã,Ban Công,,
3309,54,239,Th? tr?n,Cành Nàng,,
3311,54,239,Xã,?i?n H?,,
3320,54,239,Xã,L?ng Niêm,,
3322,54,239,Xã,L??ng N?i,,
3326,54,239,Xã,Thành S?n,,
3328,54,239,Xã,Thi?t ?ng,,
3330,54,240,Ph??ng,Ba ?ình,,
3331,54,240,Ph??ng,B?c S?n,,
3336,54,240,Ph??ng,Phú S?n,,
3359,54,242,Xã,?ông Hòa,,
3361,54,242,Xã,?ông Khê,,
3362,54,242,Xã,?ông Minh,,
3366,54,242,Xã,?ông Quang,,
3367,54,242,Xã,?ông Thanh,,
3370,54,242,Xã,?ông V?n,,
3372,54,242,Xã,?ông Yên,,
3377,54,243,Xã,Hà ?ông,,
3380,54,243,Xã,Hà H?i,,
3381,54,243,Xã,Hà Lai,,
3383,54,243,Xã,Hà L?nh,,
3390,54,243,Xã,Hà Tân,,
3393,54,243,Xã,Hà Ti?n,,
3395,54,243,Th? tr?n,Hà Trung,,
3397,54,243,Xã,Hà Vinh,,
3399,54,244,Xã,C?u L?c,,
3404,54,244,Xã,H?i L?c,,
3405,54,244,Th? tr?n,H?u L?c,,
3406,54,244,Xã,Hoa L?c,,
3407,54,244,Xã,Hòa L?c,,
3409,54,244,Xã,Liên L?c,,
3410,54,244,Xã,L?c S?n,,
3412,54,244,Xã,Minh L?c,,
3413,54,244,Xã,M? L?c,,
3414,54,244,Xã,Ng? L?c,,
3417,54,244,Xã,Quang L?c,,
3420,54,244,Xã,Thu?n L?c,,
3421,54,244,Xã,Ti?n L?c,,
3426,54,245,Th? tr?n,Bút S?n,,
3427,54,245,Xã,Ho?ng Cát,,
3428,54,245,Xã,Ho?ng Châu,,
3430,54,245,Xã,Ho?ng ??t,,
3432,54,245,Xã,Ho?ng ??ng,,
3433,54,245,Xã,Ho?ng ??c,,
3435,54,245,Xã,Ho?ng Hà,,
3436,54,245,Xã,Ho?ng H?i,,
3437,54,245,Xã,Ho?ng H?p,,
3440,54,245,Xã,Ho?ng Kim,,
3443,54,245,Xã,Ho?ng L?u,,
3446,54,245,Xã,Ho?ng Phong,,
3447,54,245,Xã,Ho?ng Phú,,
3450,54,245,Xã,Ho?ng Ph??ng,,
3458,54,245,Xã,Ho?ng Thành,,
3459,54,245,Xã,Ho?ng Th?nh,,
3460,54,245,Xã,Ho?ng Ti?n,,
3461,54,245,Xã,Ho?ng Tr?ch,,
3464,54,245,Xã,Ho?ng Tr??ng,,
3466,54,245,Xã,Ho?ng Xuân,,
3467,54,245,Xã,Ho?ng Xuyên,,
3469,54,246,Xã,??ng L??ng,,
3472,54,246,Xã,Lâm Phú,,
3473,54,246,Th? tr?n,Lang Chánh,,
3476,54,246,Xã,Tân Phúc,,
3478,54,246,Xã,Yên Kh??ng,,
3479,54,246,Xã,Yên Th?ng,,
3490,54,248,Xã,Nga An,,
3492,54,248,Xã,Nga ?i?n,,
3496,54,248,Xã,Nga Liên,,
3500,54,248,Xã,Nga Phú,,
3501,54,248,Th? tr?n,Nga S?n,,
3504,54,248,Xã,Nga Thái,,
3505,54,248,Xã,Nga Th?ng,,
3507,54,248,Xã,Nga Thành,,
3508,54,248,Xã,Nga Thi?n,,
3510,54,248,Xã,Nga Ti?n,,
3511,54,248,Xã,Nga Trung,,
3514,54,248,Xã,Nga V?nh,,
3515,54,248,Xã,Nga Yên,,
3517,54,249,Xã,Cao Th?nh,,
3519,54,249,Xã,Kiên Th?,,
3520,54,249,Xã,Lam S?n,,
3521,54,249,Xã,L?c Th?nh,,
3522,54,249,Xã,Minh S?n,,
3523,54,249,Xã,Minh Ti?n,,
3524,54,249,Xã,M? Tân,,
3526,54,249,Th? tr?n,Ng?c L?c,,
3528,54,249,Xã,Ng?c S?n,,
3530,54,249,Xã,Nguy?t ?n,,
3531,54,249,Xã,Phúc Th?nh,,
3534,54,249,Xã,Quang Trung,,
3535,54,249,Xã,Th?ch L?p,,
3537,54,249,Xã,Vân Âm,,
3538,54,250,Th? tr?n,B?n Sung,,
3543,54,250,Xã,Phú Nhu?n,,
3546,54,250,Xã,Thanh K?,,
3547,54,250,Xã,Thanh Tân,,
3549,54,250,Xã,Xuân Khang,,
3550,54,250,Xã,Xuân Phúc,,
3551,54,250,Xã,Xuân Thái,,
3556,54,251,Xã,Bình L??ng,,
3557,54,251,Xã,Cát Tân,,
3558,54,251,Xã,Cát Vân,,
3559,54,251,Xã,Hóa Qu?,,
3561,54,251,Xã,Thanh Hòa,,
3562,54,251,Xã,Thanh Lâm,,
3564,54,251,Xã,Thanh Quân,,
3566,54,251,Xã,Thanh Xuân,,
3568,54,251,Xã,Xuân Bình,,
3579,54,252,Xã,Minh Ngh?a,,
3581,54,252,Th? tr?n,Nông C?ng,,
3582,54,252,Xã,Tân Khang,,
3584,54,252,Xã,Tân Th?,,
3592,54,252,Xã,Trung Chính,,
3593,54,252,Xã,Trung Thành,,
3595,54,252,Xã,Tr??ng Giang,,
3597,54,252,Xã,Tr??ng S?n,,
3598,54,252,Xã,Tr??ng Trung,,
3599,54,252,Xã,T??ng L?nh,,
3600,54,252,Xã,T??ng S?n,,
3601,54,252,Xã,T??ng V?n,,
3602,54,252,Xã,V?n Hòa,,
3605,54,252,Xã,Yên M?,,
3607,54,253,Xã,Hi?n Ki?t,,
3609,54,253,Xã,Nam ??ng,,
3610,54,253,Xã,Nam Ti?n,,
3611,54,253,Xã,Nam Xuân,,
3613,54,253,Xã,Phú Nghiêm,,
3614,54,253,Xã,Phú S?n,,
3616,54,253,Xã,Phú Xuân,,
3621,54,253,Xã,Trung S?n,,
3627,54,254,Xã,S?n ?i?n,,
3628,54,254,Xã,S?n Hà,,
3630,54,254,Xã,S?n Th?y,,
3631,54,254,Xã,Tam L?,,
3633,54,254,Xã,Trung H?,,
3634,54,254,Xã,Trung Th??ng,,
3637,54,255,Xã,Qu?ng Bình,,
3638,54,255,Xã,Qu?ng Chính,,
3640,54,255,Xã,Qu?ng ??c,,
3641,54,255,Xã,Qu?ng Giao,,
3643,54,255,Xã,Qu?ng Hòa,,
3644,54,255,Xã,Qu?ng H?p,,
3645,54,255,Xã,Qu?ng Khê,,
3649,54,255,Xã,Qu?ng Long,,
3650,54,255,Xã,Qu?ng L?u,,
3651,54,255,Xã,Qu?ng Ng?c,,
3652,54,255,Xã,Qu?ng Nham,,
3653,54,255,Xã,Qu?ng Nhân,,
3654,54,255,Xã,Qu?ng Ninh,,
3656,54,255,Xã,Qu?ng Phúc,,
3658,54,255,Xã,Qu?ng Th?ch,,
3659,54,255,Xã,Qu?ng Thái,,
3660,54,255,Xã,Qu?ng Tr?ch,,
3661,54,255,Xã,Qu?ng Trung,,
3681,54,257,Xã,Th?ch C?m,,
3682,54,257,Xã,Th?ch ??nh,,
3683,54,257,Xã,Th?ch ??ng,,
3685,54,257,Xã,Th?ch Long,,
3686,54,257,Xã,Th?ch Qu?ng,,
3687,54,257,Xã,Th?ch S?n,,
3690,54,257,Xã,Thành An,,
3691,54,257,Xã,Thành Công,,
3698,54,257,Xã,Thành Tân,,
3701,54,257,Xã,Thành Tr?c,,
3704,54,257,Xã,Thành Yên,,
3705,54,257,Th? tr?n,Vân Du,,
3708,54,258,Ph??ng,?i?n Biên,,
3712,54,258,Ph??ng,?ông H??ng,,
3716,54,258,Ph??ng,?ông Th?,,
3717,54,258,Ph??ng,?ông V?,,
3718,54,258,Xã,?ông Vinh,,
3719,54,258,Ph??ng,Hàm R?ng,,
3724,54,258,Xã,Ho?ng Quang,,
3728,54,258,Ph??ng,Phú S?n,,
3729,54,258,Ph??ng,Qu?ng Cát,,
3730,54,258,Ph??ng,Qu?ng ?ông,,
3736,54,258,Ph??ng,Qu?ng Th?nh,,
3737,54,258,Ph??ng,Tân S?n,,
3742,54,258,Xã,Thi?u Vân,,
3745,54,259,Xã,Thi?u Chính,,
3746,54,259,Xã,Thi?u Công,,
3748,54,259,Xã,Thi?u Duy,,
3749,54,259,Xã,Thi?u Giang,,
3750,54,259,Xã,Thi?u Giao,,
3751,54,259,Xã,Thi?u Hòa,,
3752,54,259,Xã,Thi?u H?p,,
3759,54,259,Xã,Thi?u Phúc,,
3760,54,259,Xã,Thi?u Quang,,
3765,54,259,Xã,Thi?u Ti?n,,
3772,54,260,Xã,B?c L??ng,,
3775,54,260,Xã,Nam Giang,,
3778,54,260,Th? tr?n,Sao Vàng,,
3779,54,260,Xã,Tây H?,,
3780,54,260,Xã,Th? Diên,,
3781,54,260,Xã,Th? H?i,,
3783,54,260,Xã,Th? L?p,,
3784,54,260,Xã,Th? L?c,,
3797,54,260,Xã,Xuân Lai,,
3800,54,260,Xã,Xuân Minh,,
3801,54,260,Xã,Xuân Phong,,
3808,54,260,Xã,Xuân Thiên,,
3809,54,260,Xã,Xuân Tín,,
3813,54,261,Xã,Bát M?t,,
3818,54,261,Xã,Tân Thành,,
3821,54,261,Xã,V?n Xuân,,
3824,54,261,Xã,Xuân Chinh,,
3825,54,261,Xã,Xuân D??ng,,
3826,54,261,Xã,Xuân L?,,
3827,54,261,Xã,Xuân L?c,,
3828,54,261,Xã,Xuân Th?ng,,
3866,54,263,Xã,Dân L?c,,
3867,54,263,Xã,Dân Lý,,
3868,54,263,Xã,Dân Quy?n,,
3870,54,263,Xã,??ng Th?ng,,
3872,54,263,Xã,H?p lý,,
3873,54,263,Xã,H?p Th?ng,,
3876,54,263,Xã,Khuy?n Nông,,
3880,54,263,Xã,Nông Tr??ng,,
3882,54,263,Xã,Thái Hòa,,
3883,54,263,Xã,Th? Bình,,
3884,54,263,Xã,Th? C??ng,,
3886,54,263,Xã,Th? Ng?c,,
3887,54,263,Xã,Th? Phú,,
3888,54,263,Xã,Th? S?n,,
3889,54,263,Xã,Th? Tân,,
3890,54,263,Xã,Th? Th?,,
3894,54,263,Th? tr?n,Tri?u S?n,,
3896,54,263,Xã,V?n S?n,,
3897,54,263,Xã,Xuân L?c,,
3898,54,263,Xã,Xuân Th?nh,,
3900,54,264,Xã,V?nh An,,
3903,54,264,Xã,V?nh H?ng,,
3905,54,264,Th? tr?n,V?nh L?c,,
3906,54,264,Xã,V?nh Long,,
3910,54,264,Xã,V?nh Quang,,
3915,54,264,Xã,V?nh Yên,,
3916,54,265,Xã,??nh Bình,,
3917,54,265,Xã,??nh Công,,
3918,54,265,Xã,??nh H?i,,
3922,54,265,Xã,??nh Long,,
3923,54,265,Xã,??nh Tân,,
3924,54,265,Xã,??nh T?ng,,
3925,54,265,Xã,??nh Thành,,
3934,54,265,Xã,Yên Hùng,,
3937,54,265,Xã,Yên Ninh,,
3941,54,265,Xã,Yên Thái,,
3942,54,265,Xã,Yên Th?nh,,
3943,54,265,Xã,Yên Th?,,
3946,39,266,Xã,Hùng S?n,,
3947,39,266,Xã,Khai S?n,,
3948,39,266,Xã,Long S?n,,
3951,39,266,Xã,Bình S?n,,
3955,39,266,Xã,??c S?n,,
3956,39,266,Xã,Hoa S?n,,
3959,39,266,Xã,L?nh S?n,,
3963,39,266,Xã,Th?ch S?n,,
3965,39,266,Xã,T??ng S?n,,
3967,39,267,Xã,Chi Khê,,
3970,39,267,Xã,Cam Lâm,,
3972,39,267,Th? tr?n,Con Cuông,,
3973,39,267,Xã,?ôn Ph?c,,
3974,39,267,Xã,L?ng Khê,,
3975,39,267,Xã,L?c D?,,
3982,39,268,Ph??ng,Nghi H??ng,,
3988,39,269,Xã,Di?n Bích,,
3990,39,269,Xã,Di?n Cát,,
3991,39,269,Th? tr?n,Di?n Châu,,
3992,39,269,Xã,Di?n ?oài,,
3993,39,269,Xã,Di?n ??ng,,
3995,39,269,Xã,Di?n H?nh,,
3998,39,269,Xã,Di?n H?ng,,
4002,39,269,Xã,Di?n Lâm,,
4003,39,269,Xã,Di?n Liên,,
4004,39,269,Xã,Di?n L?c,,
4005,39,269,Xã,Di?n L?i,,
4008,39,269,Xã,Di?n Ng?c,,
4011,39,269,Xã,Di?n Phú,,
4013,39,269,Xã,Di?n Qu?ng,,
4014,39,269,Xã,Di?n Tân,,
4015,39,269,Xã,Di?n Thái,,
4019,39,269,Xã,Di?n Th?nh,,
4020,39,269,Xã,Di?n Th?,,
4021,39,269,Xã,Di?n Trung,,
4023,39,269,Xã,Di?n V?n,,
4024,39,269,Xã,Di?n Xuân,,
4026,39,270,Xã,L?c S?n,,
4028,39,270,Xã,Trù S?n,,
4029,39,270,Xã,B?c S?n,,
4030,39,270,Xã,Bài S?n,,
4031,39,270,Xã,B?i S?n,,
4033,39,270,Xã,??i S?n,,
4035,39,270,Th? tr?n,?ô L??ng,,
4038,39,270,Xã,Giang S?n Tây,,
4041,39,270,Xã,H?ng S?n,,
4045,39,270,Xã,M? S?n,,
4046,39,270,Xã,Nam S?n,,
4050,39,270,Xã,Thái S?n,,
4051,39,270,Xã,Th?nh S?n,,
4055,39,270,Xã,Trung S?n,,
4056,39,270,Xã,V?n S?n,,
4057,39,270,Xã,Xuân S?n,,
4058,39,270,Xã,Yên S?n,,
4061,39,271,Xã,Qu?nh L?p,,
4069,39,272,Xã,H?ng L?nh,,
4072,39,272,Xã,H?ng ??o,,
4077,39,272,Th? tr?n,H?ng Nguyên,,
4080,39,272,Xã,H?ng Phúc,,
4090,39,272,Xã,H?ng Yên B?c,,
4093,39,273,Xã,Phà ?ánh,,
4095,39,273,Xã,B?c Lý,,
4099,39,273,Xã,?o?c M?y,,
4100,39,273,Xã,Hu?i T?,,
4101,39,273,Xã,H?u Ki?m,,
4106,39,273,Th? tr?n,M??ng Xén,,
4107,39,273,Xã,M? Lý,,
4108,39,273,Xã,Na Loi,,
4109,39,273,Xã,Na Ngoi,,
4111,39,273,Xã,N?m C?n,,
4114,39,274,Xã,Nam Anh,,
4117,39,274,Xã,Hùng Ti?n,,
4121,39,274,Th? tr?n,Nam ?àn,,
4122,39,274,Xã,Nam Giang,,
4123,39,274,Xã,Nam H?ng,,
4124,39,274,Xã,Nam Kim,,
4130,39,274,Xã,Nam Thái,,
4131,39,274,Xã,Nam Thanh,,
4135,39,274,Xã,Xuân Hòa,,
4136,39,274,Xã,Xuân Lâm,,
4139,39,275,Xã,Nghi Công nam,,
4140,39,275,Xã,Nghi Diên,,
4141,39,275,Xã,Nghi ??ng,,
4144,39,275,Xã,Nghi H?ng,,
4147,39,275,Xã,Nghi Lâm,,
4149,39,275,Xã,Nghi Long,,
4152,39,275,Xã,Nghi Ph??ng,,
4153,39,275,Xã,Nghi Quang,,
4156,39,275,Xã,Nghi Thi?t,,
4158,39,275,Xã,Nghi Thu?n,,
4159,39,275,Xã,Nghi Trung,,
4163,39,275,Xã,Nghi Xá,,
4164,39,275,Xã,Nghi Xuân,,
4166,39,275,Xã,Phúc Th?,,
4168,39,276,Xã,Ngh?a An,,
4175,39,276,Xã,Ngh?a H?ng,,
4176,39,276,Xã,Ngh?a Khánh,,
4177,39,276,Xã,Ngh?a L?c,,
4181,39,276,Xã,Ngh?a L?i,,
4183,39,276,Xã,Ngh?a Mai,,
4186,39,276,Xã,Ngh?a S?n,,
4189,39,276,Xã,Ngh?a Th?nh,,
4190,39,276,Xã,Ngh?a Th?,,
4191,39,276,Xã,Ngh?a Trung,,
4192,39,276,Xã,Ngh?a Yên,,
4197,39,277,Xã,H?nh D?ch,,
4199,39,277,Xã,M??ng N?c,,
4200,39,277,Xã,N?m Gi?i,,
4201,39,277,Xã,N?m Nhoóng,,
4202,39,277,Xã,Quang Phong,,
4209,39,278,Xã,Châu H?nh,,
4211,39,278,Xã,Châu H?i,,
4212,39,278,Xã,Châu Nga,,
4215,39,278,Xã,Châu Thu?n,,
4217,39,278,Xã,Diên Lãm,,
4219,39,279,Xã,B?c S?n,,
4220,39,279,Xã,Châu C??ng,,
4228,39,279,Xã,Châu Ti?n,,
4230,39,279,Xã,H? S?n,,
4233,39,279,Xã,Nam S?n,,
4235,39,279,Th? tr?n,Qu? H?p,,
4241,39,280,Th? tr?n,C?u Giát,,
4243,39,280,Xã,Qu?nh Bá,,
4244,39,280,Xã,Qu?nh B?ng,,
4245,39,280,Xã,Qu?nh Châu,,
4247,39,280,Xã,Qu?nh ?ôi,,
4249,39,280,Xã,Qu?nh H?u,,
4250,39,280,Xã,Qu?nh Hoa,,
4255,39,280,Xã,Qu?nh L??ng,,
4256,39,280,Xã,Qu?nh Minh,,
4258,39,280,Xã,Qu?nh Ngh?a,,
4259,39,280,Xã,Qu?nh Ng?c,,
4260,39,280,Xã,Qu?nh Tam,,
4262,39,280,Xã,Qu?nh Th?ch,,
4266,39,280,Xã,Qu?nh Thu?n,,
4268,39,280,Xã,Qu?nh Yên,,
4269,39,280,Xã,S?n H?i,,
4271,39,280,Xã,Tân Th?ng,,
4272,39,280,Xã,Ti?n Th?y,,
4275,39,281,Xã,H??ng S?n,,
4280,39,281,Xã,Ngh?a D?ng,,
4283,39,281,Xã,Ngh?a H?p,,
4284,39,281,Xã,Ngh?a Phúc,,
4285,39,281,Xã,Ngh?a Thái,,
4286,39,281,Xã,Phú S?n,,
4288,39,281,Xã,Tân H?p,,
4290,39,281,Th? tr?n,Tân K?,,
4291,39,281,Xã,Tân Long,,
4293,39,281,Xã,Tân Xuân,,
4294,39,281,Xã,Tiên K?,,
4295,39,282,Xã,?ông Hi?u,,
4297,39,282,Ph??ng,Long S?n,,
4301,39,282,Xã,Ngh?a Ti?n,,
4302,39,282,Ph??ng,Quang Phong,,
4304,39,282,Xã,Tây Hi?u,,
4305,39,283,Xã,Cát V?n,,
4306,39,283,Xã,??ng V?n,,
4310,39,283,Xã,Ng?c S?n,,
4311,39,283,Xã,Phong Th?nh,,
4313,39,283,Xã,Thanh Chi,,
4314,39,283,Th? tr?n,Thanh Ch??ng,,
4315,39,283,Xã,Thanh ??ng,,
4316,39,283,Xã,Thanh ??c,,
4318,39,283,Xã,Thanh Giang,,
4319,39,283,Xã,Thanh Hà,,
4322,39,283,Xã,Thanh H??ng,,
4323,39,283,Xã,Thanh Khai,,
4324,39,283,Xã,Thanh Khê,,
4325,39,283,Xã,Thanh Lâm,,
4327,39,283,Xã,Thanh L?nh,,
4329,39,283,Xã,Thanh L??ng,,
4330,39,283,Xã,Thanh Mai,,
4331,39,283,Xã,Thanh M?,,
4334,39,283,Xã,Thanh Phong,,
4335,39,283,Xã,Thanh S?n,,
4337,39,283,Xã,Thanh Th?y,,
4339,39,283,Xã,Thanh Tùng,,
4343,39,283,Xã,Thanh Yên,,
4350,39,284,Xã,Mai S?n,,
4351,39,284,Xã,Nga My,,
4354,39,284,Xã,Tam H?p,,
4357,39,284,Th? tr?n,Th?ch Giám,,
4358,39,284,Xã,Xá L??ng,,
4360,39,284,Xã,Yên Hòa,,
4363,39,284,Xã,Yên T?nh,,
4366,39,285,Ph??ng,??i Cung,,
4367,39,285,Ph??ng,?ông V?nh,,
4368,39,285,Ph??ng,Hà Huy T?p,,
4369,39,285,Ph??ng,H?ng S?n,,
4372,39,285,Xã,H?ng ?ông,,
4375,39,285,Xã,H?ng L?c,,
4376,39,285,Ph??ng,H?ng Phúc,,
4380,39,285,Xã,Nghi Ân,,
4383,39,285,Xã,Nghi Liên,,
4388,39,285,Ph??ng,Trung ?ô,,
4395,39,286,Xã,?ô Thành,,
4400,39,286,Xã,H?ng Thành,,
4405,39,286,Xã,Kim Thành,,
4407,39,286,Xã,Liên Thành,,
4414,39,286,Xã,Nhân Thành,,
4416,39,286,Xã,Phúc Thành,,
4418,39,286,Xã,S?n Thành,,
4419,39,286,Xã,Tân Thành,,
4420,39,286,Xã,T?ng Thành,,
4423,39,286,Xã,Th? Thành,,
4424,39,286,Xã,Ti?n Thành,,
4425,39,286,Xã,Trung Thành,,
4426,39,286,Xã,V?n Thành,,
4429,39,286,Xã,Xuân Thành,,
4430,39,286,Th? tr?n,Yên Thành,,
4431,25,287,Xã,Bình Minh,,
4433,25,287,Xã,C? Bì,,
4434,25,287,Xã,H?ng Khê,,
4438,25,287,Xã,Long Xuyên,,
4442,25,287,Xã,Thái D??ng,,
4443,25,287,Xã,Thái Hòa,,
4444,25,287,Xã,Thái H?c,,
4452,25,288,Xã,C?m ?ông,,
4454,25,288,Xã,C?m Hoàng,,
4456,25,288,Xã,C?m Phúc,,
4459,25,288,Xã,C?m V?,,
4461,25,288,Xã,??c Chính,,
4464,25,288,Xã,L??ng ?i?n,,
4466,25,288,Xã,Tân Tr??ng,,
4467,25,288,Xã,Th?ch L?i,,
4488,25,290,Xã,?oàn Th??ng,,
4490,25,290,Xã,??c X??ng,,
4492,25,290,Xã,Gia Khánh,,
4497,25,290,Xã,Hoàng Di?u,,
4499,25,290,Xã,Lê L?i,,
4501,25,290,Xã,Nh?t Tân,,
4502,25,290,Xã,Ph?m Tr?n,,
4504,25,290,Xã,Quang Minh,,
4506,25,290,Xã,Th?ng Kênh,,
4508,25,290,Xã,Toàn Th?ng,,
4511,25,291,Ph??ng,Ái Qu?c,,
4513,25,291,Ph??ng,Bình Hàn,,
4516,25,291,Ph??ng,Lê Thanh Ngh?,,
4517,25,291,Ph??ng,Nam ??ng,,
4518,25,291,Ph??ng,Ng?c Châu,,
4519,25,291,Ph??ng,Nguy?n Trãi,,
4521,25,291,Ph??ng,Ph?m Ng? Lão,,
4522,25,291,Ph??ng,Quang Trung,,
4526,25,291,Ph??ng,Thanh Bình,,
